PC1,PC2,PC3,PC4,car_name,model_year
2.7202283781739043,0.9551468587484594,0.20161844876712606,-0.516807719044742,chevrolet chevelle malibu,70.0
3.5444443504295116,1.060636373989896,-0.046976706025191294,-0.3365521853611063,buick skylark 320,70.0
3.0374098754706704,1.1635325831247965,-0.1601888405861027,-0.6508344376758147,plymouth satellite,70.0
2.983242276682965,1.0544624884184697,0.15653566872728697,-0.46207798038711306,amc rebel sst,70.0
2.9726850291164544,1.235535447332108,-0.1671602585029606,-0.7728388843050702,ford torino,70.0
4.6559022728231945,1.1185663050627248,-0.6536346237217943,-0.16227397913828484,ford galaxie 500,70.0
5.137779146538788,1.305798849079738,-1.0005933779383647,-0.22796072166345366,chevrolet impala,70.0
5.057762975839543,1.3929396612808729,-1.0764095268575982,-0.36719711467955995,plymouth fury iii,70.0
5.131643140171377,1.1534346297510338,-0.7992937710733391,-0.0040042600026267685,pontiac catalina,70.0
4.328316106752917,1.4872912601477595,-0.9252158473621139,-0.6946369561679521,amc ambassador dpl,70.0
3.8109752276853843,1.2886317602952313,-0.4494710869792048,-0.6001968577214903,dodge challenger se,70.0
3.7983516969824587,1.6069694430129948,-0.7859967026076065,-1.015981476452694,plymouth 'cuda 340,70.0
3.8111209119166127,1.2352627406835106,-0.4565957035560957,-0.6518854906536956,chevrolet monte carlo,70.0
4.49773752396578,1.4871488836120803,-0.7972712595118961,-0.5141033249048236,buick estate wagon (sw),70.0
-1.1771235788331516,2.4303085536175923,0.3922342776870546,0.4970288047839155,toyota corona mark ii,70.0
0.5939776175001846,0.7607808542492597,1.243996259933715,-0.689384702351448,plymouth duster,70.0
0.7893094595469152,0.8216245557019777,1.379666569788187,-0.650627975939176,amc hornet,70.0
0.38231868689495274,0.7276271813702424,1.4570856205062024,-0.7058220925347114,ford maverick,70.0
-1.5294905105201142,2.5327877655643634,0.21896481764517584,0.23259493441757798,datsun pl510,70.0
-2.2909063450945943,0.9934493245912532,2.310927374737733,0.17531228489055625,volkswagen 1131 deluxe sedan,70.0
-1.0756486529118554,1.339710947970066,1.3907886456708345,0.10178083162869955,peugeot 504,70.0
-0.8329068015495221,1.8658642233594092,0.7146467176346433,-0.5148611735033776,audi 100 ls,70.0
-1.1564090320529277,1.443909870032951,1.3468950622962594,0.00432631409104538,saab 99e,70.0
-0.5360229961094504,2.2379675718835403,0.025925794251983863,-0.8929793386213604,bmw 2002,70.0
0.555656565005492,0.8756609448293874,1.1948091851527383,-0.8501838640858342,amc gremlin,70.0
4.552051516166257,0.6442070213156644,0.4074451057399233,0.6941625235938096,ford f250,70.0
3.9744175297806263,0.5778904926391142,0.7692857497046307,0.6715864500876564,chevy c20,70.0
4.220383300994854,0.8027203967466396,0.31477720520623304,0.4324415202135199,dodge d200,70.0
3.770958081690094,-0.03381958947224877,1.6643256523294896,1.4296961272822764,hi 1200d,70.0
-1.5871891652641614,2.342920813601264,0.06189480128265933,0.2594889770898863,datsun pl510,71.0
-0.787042986927764,0.8708080500852253,1.0224336045947662,-1.3027481248690125,chevrolet vega 2300,71.0
-1.2564864136592464,2.4136506300402774,-0.034239593765634575,0.2745842967015212,toyota corona,71.0
